respondent,democrat,republican,independent,democrat_noleaners,democrat_leaners,republican_leaners,probe,questions,responses,congenial,response_probe
441,1,0,0,1,1,0,closed,dt_correct,1,0,1
444,1,0,0,1,1,0,closed,aca_correct,0,1,NA
444,1,0,0,1,1,0,closed,aca2_correct,0,1,0
444,1,0,0,1,1,0,closed,gg_correct,0,1,NA
444,1,0,0,1,1,0,closed,dt_correct,1,0,1
445,1,0,0,1,1,0,closed,aca_correct,0,1,NA
445,1,0,0,1,1,0,closed,aca2_correct,0,1,0
445,1,0,0,1,1,0,closed,gg_correct,0,1,NA
445,1,0,0,1,1,0,closed,dt_correct,0,0,0
449,0,1,0,0,0,1,closed,aca_correct,0,0,NA
449,0,1,0,0,0,1,closed,aca2_correct,1,0,1
449,0,1,0,0,0,1,closed,gg_correct,0,0,NA
449,0,1,0,0,0,1,closed,dt_correct,1,1,1
451,1,0,0,1,1,0,open,aca_correct,0,1,NA
451,1,0,0,1,1,0,open,aca2_correct,1,1,1
451,1,0,0,1,1,0,open,gg_correct,0,1,NA
451,1,0,0,1,1,0,open,dt_correct,0,0,0
453,0,0,1,NA,NA,NA,open,aca_correct,0,NA,NA
453,0,0,1,NA,NA,NA,open,aca2_correct,0,NA,0
453,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
453,0,0,1,NA,NA,NA,open,dt_correct,1,NA,1
455,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
455,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
455,NA,NA,NA,NA,0,1,closed,gg_correct,0,0,NA
455,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
456,0,1,0,0,0,1,closed,aca_correct,1,0,NA
456,0,1,0,0,0,1,closed,aca2_correct,0,0,0
456,0,1,0,0,0,1,closed,gg_correct,0,0,NA
456,0,1,0,0,0,1,closed,dt_correct,1,1,1
457,0,1,0,0,0,1,closed,aca_correct,0,0,NA
457,0,1,0,0,0,1,closed,aca2_correct,0,0,0
457,0,1,0,0,0,1,closed,gg_correct,0,0,NA
457,0,1,0,0,0,1,closed,dt_correct,1,1,1
458,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
458,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
458,NA,NA,NA,NA,0,1,closed,gg_correct,0,0,NA
458,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
459,1,0,0,1,1,0,open,aca_correct,0,1,NA
459,1,0,0,1,1,0,open,aca2_correct,0,1,0
459,1,0,0,1,1,0,open,gg_correct,0,1,NA
459,1,0,0,1,1,0,open,dt_correct,1,0,1
460,0,1,0,0,0,1,closed,aca_correct,0,0,NA
460,0,1,0,0,0,1,closed,aca2_correct,0,0,0
460,0,1,0,0,0,1,closed,gg_correct,1,0,NA
460,0,1,0,0,0,1,closed,dt_correct,0,1,0
461,1,0,0,1,1,0,closed,aca_correct,0,1,NA
461,1,0,0,1,1,0,closed,aca2_correct,0,1,0
461,1,0,0,1,1,0,closed,gg_correct,0,1,NA
461,1,0,0,1,1,0,closed,dt_correct,1,0,1
464,0,1,0,0,0,1,closed,aca_correct,0,0,NA
464,0,1,0,0,0,1,closed,aca2_correct,0,0,0
464,0,1,0,0,0,1,closed,gg_correct,0,0,NA
464,0,1,0,0,0,1,closed,dt_correct,0,1,0
466,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
466,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
466,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
466,1,0,0,NA,1,0,closed,dt_correct,1,0,1
469,0,1,0,0,0,1,closed,aca_correct,0,0,NA
469,0,1,0,0,0,1,closed,aca2_correct,0,0,0
469,0,1,0,0,0,1,closed,gg_correct,0,0,NA
469,0,1,0,0,0,1,closed,dt_correct,1,1,1
471,1,0,0,NA,1,0,open,aca_correct,0,1,NA
471,1,0,0,NA,1,0,open,aca2_correct,0,1,0
471,1,0,0,NA,1,0,open,gg_correct,0,1,NA
471,1,0,0,NA,1,0,open,dt_correct,0,0,0
473,1,0,0,1,1,0,open,aca_correct,0,1,NA
473,1,0,0,1,1,0,open,aca2_correct,0,1,0
473,1,0,0,1,1,0,open,gg_correct,1,1,NA
473,1,0,0,1,1,0,open,dt_correct,1,0,1
474,0,0,1,NA,NA,NA,open,aca_correct,0,NA,NA
474,0,0,1,NA,NA,NA,open,aca2_correct,1,NA,1
474,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
474,0,0,1,NA,NA,NA,open,dt_correct,1,NA,1
477,1,0,0,1,1,0,closed,aca_correct,0,1,NA
477,1,0,0,1,1,0,closed,aca2_correct,0,1,0
477,1,0,0,1,1,0,closed,gg_correct,0,1,NA
477,1,0,0,1,1,0,closed,dt_correct,0,0,0
479,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
479,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
479,1,0,0,NA,1,0,closed,gg_correct,1,1,NA
479,1,0,0,NA,1,0,closed,dt_correct,0,0,0
481,1,0,0,1,1,0,closed,aca_correct,1,1,NA
481,1,0,0,1,1,0,closed,aca2_correct,0,1,0
481,1,0,0,1,1,0,closed,gg_correct,0,1,NA
481,1,0,0,1,1,0,closed,dt_correct,1,0,1
483,1,0,0,NA,1,0,open,aca_correct,1,1,NA
483,1,0,0,NA,1,0,open,aca2_correct,0,1,0
483,1,0,0,NA,1,0,open,gg_correct,1,1,NA
483,1,0,0,NA,1,0,open,dt_correct,0,0,0
484,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
484,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
484,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
484,1,0,0,NA,1,0,closed,dt_correct,0,0,0
486,1,0,0,1,1,0,closed,aca_correct,1,1,NA
486,1,0,0,1,1,0,closed,aca2_correct,1,1,1
486,1,0,0,1,1,0,closed,gg_correct,0,1,NA
486,1,0,0,1,1,0,closed,dt_correct,1,0,1
488,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
488,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
488,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
488,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
489,1,0,0,1,1,0,closed,aca_correct,0,1,NA
489,1,0,0,1,1,0,closed,aca2_correct,0,1,0
489,1,0,0,1,1,0,closed,gg_correct,0,1,NA
489,1,0,0,1,1,0,closed,dt_correct,0,0,0
490,0,1,0,0,0,1,closed,aca_correct,0,0,NA
490,0,1,0,0,0,1,closed,aca2_correct,0,0,0
490,0,1,0,0,0,1,closed,gg_correct,1,0,NA
490,0,1,0,0,0,1,closed,dt_correct,1,1,1
491,0,0,1,NA,NA,NA,open,aca_correct,0,NA,NA
491,0,0,1,NA,NA,NA,open,aca2_correct,0,NA,0
491,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
491,0,0,1,NA,NA,NA,open,dt_correct,1,NA,1
494,1,0,0,1,1,0,closed,aca_correct,1,1,NA
494,1,0,0,1,1,0,closed,aca2_correct,1,1,1
494,1,0,0,1,1,0,closed,gg_correct,0,1,NA
494,1,0,0,1,1,0,closed,dt_correct,1,0,1
496,0,1,0,0,0,1,closed,aca_correct,0,0,NA
496,0,1,0,0,0,1,closed,aca2_correct,0,0,0
496,0,1,0,0,0,1,closed,gg_correct,0,0,NA
496,0,1,0,0,0,1,closed,dt_correct,0,1,0
497,1,0,0,1,1,0,open,aca_correct,0,1,NA
497,1,0,0,1,1,0,open,aca2_correct,0,1,0
497,1,0,0,1,1,0,open,gg_correct,0,1,NA
497,1,0,0,1,1,0,open,dt_correct,1,0,1
498,1,0,0,1,1,0,closed,aca_correct,0,1,NA
498,1,0,0,1,1,0,closed,aca2_correct,0,1,0
498,1,0,0,1,1,0,closed,gg_correct,0,1,NA
498,1,0,0,1,1,0,closed,dt_correct,1,0,1
499,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
499,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
499,NA,NA,NA,NA,0,1,closed,gg_correct,0,0,NA
499,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
501,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
501,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
501,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
501,1,0,0,NA,1,0,closed,dt_correct,1,0,1
504,0,1,0,0,0,1,closed,aca_correct,0,0,NA
504,0,1,0,0,0,1,closed,aca2_correct,0,0,0
504,0,1,0,0,0,1,closed,gg_correct,0,0,NA
504,0,1,0,0,0,1,closed,dt_correct,1,1,1
507,1,0,0,1,1,0,closed,aca_correct,0,1,NA
507,1,0,0,1,1,0,closed,aca2_correct,0,1,0
507,1,0,0,1,1,0,closed,gg_correct,0,1,NA
507,1,0,0,1,1,0,closed,dt_correct,1,0,1
509,1,0,0,1,1,0,closed,aca_correct,1,1,NA
509,1,0,0,1,1,0,closed,aca2_correct,1,1,1
509,1,0,0,1,1,0,closed,gg_correct,1,1,NA
509,1,0,0,1,1,0,closed,dt_correct,1,0,1
510,1,0,0,1,1,0,closed,aca_correct,0,1,NA
510,1,0,0,1,1,0,closed,aca2_correct,0,1,0
510,1,0,0,1,1,0,closed,gg_correct,1,1,NA
510,1,0,0,1,1,0,closed,dt_correct,1,0,1
511,1,0,0,1,1,0,closed,aca_correct,0,1,NA
511,1,0,0,1,1,0,closed,aca2_correct,1,1,1
511,1,0,0,1,1,0,closed,gg_correct,0,1,NA
511,1,0,0,1,1,0,closed,dt_correct,1,0,1
512,0,1,0,0,0,1,closed,aca_correct,0,0,NA
512,0,1,0,0,0,1,closed,aca2_correct,0,0,0
512,0,1,0,0,0,1,closed,gg_correct,0,0,NA
512,0,1,0,0,0,1,closed,dt_correct,0,1,0
515,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
515,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
515,NA,NA,NA,NA,0,1,closed,gg_correct,0,0,NA
515,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
516,0,1,0,0,0,1,closed,aca_correct,0,0,NA
516,0,1,0,0,0,1,closed,aca2_correct,0,0,0
516,0,1,0,0,0,1,closed,gg_correct,0,0,NA
516,0,1,0,0,0,1,closed,dt_correct,1,1,1
518,0,1,0,0,0,1,closed,aca_correct,0,0,NA
518,0,1,0,0,0,1,closed,aca2_correct,0,0,0
518,0,1,0,0,0,1,closed,gg_correct,0,0,NA
518,0,1,0,0,0,1,closed,dt_correct,1,1,1
520,1,0,0,1,1,0,open,aca_correct,0,1,NA
520,1,0,0,1,1,0,open,aca2_correct,0,1,0
520,1,0,0,1,1,0,open,gg_correct,1,1,NA
520,1,0,0,1,1,0,open,dt_correct,1,0,1
521,1,0,0,1,1,0,open,aca_correct,0,1,NA
521,1,0,0,1,1,0,open,aca2_correct,0,1,0
521,1,0,0,1,1,0,open,gg_correct,1,1,NA
521,1,0,0,1,1,0,open,dt_correct,1,0,1
525,1,0,0,1,1,0,open,aca_correct,0,1,NA
525,1,0,0,1,1,0,open,aca2_correct,1,1,1
525,1,0,0,1,1,0,open,gg_correct,0,1,NA
525,1,0,0,1,1,0,open,dt_correct,1,0,1
527,1,0,0,1,1,0,closed,aca_correct,0,1,NA
527,1,0,0,1,1,0,closed,aca2_correct,0,1,0
527,1,0,0,1,1,0,closed,gg_correct,0,1,NA
527,1,0,0,1,1,0,closed,dt_correct,1,0,1
529,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
529,0,0,1,NA,NA,NA,closed,aca2_correct,1,NA,1
529,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
529,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
530,0,1,0,0,0,1,closed,aca_correct,0,0,NA
530,0,1,0,0,0,1,closed,aca2_correct,0,0,0
530,0,1,0,0,0,1,closed,gg_correct,0,0,NA
530,0,1,0,0,0,1,closed,dt_correct,1,1,1
531,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
531,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
531,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
531,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
533,1,0,0,1,1,0,closed,aca_correct,0,1,NA
533,1,0,0,1,1,0,closed,aca2_correct,0,1,0
533,1,0,0,1,1,0,closed,gg_correct,0,1,NA
533,1,0,0,1,1,0,closed,dt_correct,1,0,1
536,1,0,0,1,1,0,open,aca_correct,1,1,NA
536,1,0,0,1,1,0,open,aca2_correct,1,1,1
536,1,0,0,1,1,0,open,gg_correct,1,1,NA
536,1,0,0,1,1,0,open,dt_correct,1,0,1
537,1,0,0,NA,1,0,open,aca_correct,1,1,NA
537,1,0,0,NA,1,0,open,aca2_correct,0,1,0
537,1,0,0,NA,1,0,open,gg_correct,1,1,NA
537,1,0,0,NA,1,0,open,dt_correct,1,0,1
539,1,0,0,1,1,0,closed,aca_correct,0,1,NA
539,1,0,0,1,1,0,closed,aca2_correct,0,1,0
539,1,0,0,1,1,0,closed,gg_correct,1,1,NA
539,1,0,0,1,1,0,closed,dt_correct,1,0,1
541,1,0,0,1,1,0,open,aca_correct,0,1,NA
541,1,0,0,1,1,0,open,aca2_correct,0,1,0
541,1,0,0,1,1,0,open,gg_correct,1,1,NA
541,1,0,0,1,1,0,open,dt_correct,1,0,1
542,1,0,0,NA,1,0,open,aca_correct,0,1,NA
542,1,0,0,NA,1,0,open,aca2_correct,0,1,0
542,1,0,0,NA,1,0,open,gg_correct,1,1,NA
542,1,0,0,NA,1,0,open,dt_correct,1,0,1
544,1,0,0,1,1,0,closed,aca_correct,0,1,NA
544,1,0,0,1,1,0,closed,aca2_correct,1,1,1
544,1,0,0,1,1,0,closed,gg_correct,0,1,NA
544,1,0,0,1,1,0,closed,dt_correct,0,0,0
546,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
546,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
546,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
546,1,0,0,NA,1,0,closed,dt_correct,1,0,1
548,1,0,0,NA,1,0,open,aca_correct,0,1,NA
548,1,0,0,NA,1,0,open,aca2_correct,0,1,0
548,1,0,0,NA,1,0,open,gg_correct,0,1,NA
548,1,0,0,NA,1,0,open,dt_correct,0,0,0
549,0,0,1,NA,NA,NA,open,aca_correct,0,NA,NA
549,0,0,1,NA,NA,NA,open,aca2_correct,0,NA,0
549,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
549,0,0,1,NA,NA,NA,open,dt_correct,1,NA,1
550,1,0,0,1,1,0,open,aca_correct,1,1,NA
550,1,0,0,1,1,0,open,aca2_correct,1,1,1
550,1,0,0,1,1,0,open,gg_correct,0,1,NA
550,1,0,0,1,1,0,open,dt_correct,1,0,1
552,1,0,0,NA,1,0,open,aca_correct,0,1,NA
552,1,0,0,NA,1,0,open,aca2_correct,0,1,0
552,1,0,0,NA,1,0,open,gg_correct,1,1,NA
552,1,0,0,NA,1,0,open,dt_correct,1,0,1
555,0,1,0,0,0,1,closed,aca_correct,0,0,NA
555,0,1,0,0,0,1,closed,aca2_correct,0,0,0
555,0,1,0,0,0,1,closed,gg_correct,0,0,NA
555,0,1,0,0,0,1,closed,dt_correct,1,1,1
556,0,1,0,0,0,1,closed,aca_correct,0,0,NA
556,0,1,0,0,0,1,closed,aca2_correct,1,0,1
556,0,1,0,0,0,1,closed,gg_correct,1,0,NA
556,0,1,0,0,0,1,closed,dt_correct,1,1,1
561,0,1,0,0,0,1,closed,aca_correct,0,0,NA
561,0,1,0,0,0,1,closed,aca2_correct,0,0,0
561,0,1,0,0,0,1,closed,gg_correct,0,0,NA
561,0,1,0,0,0,1,closed,dt_correct,0,1,0
562,1,0,0,NA,1,0,open,aca_correct,1,1,NA
562,1,0,0,NA,1,0,open,aca2_correct,1,1,1
562,1,0,0,NA,1,0,open,gg_correct,0,1,NA
562,1,0,0,NA,1,0,open,dt_correct,1,0,1
563,0,1,0,0,0,1,open,aca_correct,0,0,NA
563,0,1,0,0,0,1,open,aca2_correct,0,0,0
563,0,1,0,0,0,1,open,gg_correct,0,0,NA
563,0,1,0,0,0,1,open,dt_correct,1,1,1
564,0,1,0,0,0,1,closed,aca_correct,0,0,NA
564,0,1,0,0,0,1,closed,aca2_correct,0,0,0
564,0,1,0,0,0,1,closed,gg_correct,0,0,NA
564,0,1,0,0,0,1,closed,dt_correct,1,1,1
565,1,0,0,1,1,0,closed,aca_correct,0,1,NA
565,1,0,0,1,1,0,closed,aca2_correct,1,1,1
565,1,0,0,1,1,0,closed,gg_correct,0,1,NA
565,1,0,0,1,1,0,closed,dt_correct,1,0,1
566,NA,NA,NA,NA,0,1,open,aca_correct,0,0,NA
566,NA,NA,NA,NA,0,1,open,aca2_correct,0,0,0
566,NA,NA,NA,NA,0,1,open,gg_correct,0,0,NA
566,NA,NA,NA,NA,0,1,open,dt_correct,1,1,1
567,1,0,0,1,1,0,open,aca_correct,0,1,NA
567,1,0,0,1,1,0,open,aca2_correct,0,1,0
567,1,0,0,1,1,0,open,gg_correct,1,1,NA
567,1,0,0,1,1,0,open,dt_correct,1,0,1
568,0,1,0,0,0,1,closed,aca_correct,0,0,NA
568,0,1,0,0,0,1,closed,aca2_correct,0,0,0
568,0,1,0,0,0,1,closed,gg_correct,1,0,NA
568,0,1,0,0,0,1,closed,dt_correct,1,1,1
569,1,0,0,NA,1,0,closed,aca_correct,1,1,NA
569,1,0,0,NA,1,0,closed,aca2_correct,1,1,1
569,1,0,0,NA,1,0,closed,gg_correct,1,1,NA
569,1,0,0,NA,1,0,closed,dt_correct,1,0,1
570,0,1,0,0,0,1,closed,aca_correct,0,0,NA
570,0,1,0,0,0,1,closed,aca2_correct,0,0,0
570,0,1,0,0,0,1,closed,gg_correct,0,0,NA
570,0,1,0,0,0,1,closed,dt_correct,1,1,1
571,NA,NA,NA,NA,0,1,open,aca_correct,1,0,NA
571,NA,NA,NA,NA,0,1,open,aca2_correct,0,0,0
571,NA,NA,NA,NA,0,1,open,gg_correct,0,0,NA
571,NA,NA,NA,NA,0,1,open,dt_correct,1,1,1
572,1,0,0,1,1,0,closed,aca_correct,0,1,NA
572,1,0,0,1,1,0,closed,aca2_correct,0,1,0
572,1,0,0,1,1,0,closed,gg_correct,0,1,NA
572,1,0,0,1,1,0,closed,dt_correct,1,0,1
574,0,1,0,0,0,1,closed,aca_correct,0,0,NA
574,0,1,0,0,0,1,closed,aca2_correct,0,0,0
574,0,1,0,0,0,1,closed,gg_correct,0,0,NA
574,0,1,0,0,0,1,closed,dt_correct,1,1,1
575,0,1,0,0,0,1,open,aca_correct,0,0,NA
575,0,1,0,0,0,1,open,aca2_correct,0,0,0
575,0,1,0,0,0,1,open,gg_correct,0,0,NA
575,0,1,0,0,0,1,open,dt_correct,1,1,1
576,1,0,0,1,1,0,open,aca_correct,0,1,NA
576,1,0,0,1,1,0,open,aca2_correct,1,1,1
576,1,0,0,1,1,0,open,gg_correct,1,1,NA
576,1,0,0,1,1,0,open,dt_correct,1,0,1
577,0,1,0,0,0,1,closed,aca_correct,1,0,NA
577,0,1,0,0,0,1,closed,aca2_correct,1,0,1
577,0,1,0,0,0,1,closed,gg_correct,0,0,NA
577,0,1,0,0,0,1,closed,dt_correct,1,1,1
582,0,1,0,0,0,1,open,aca_correct,0,0,NA
582,0,1,0,0,0,1,open,aca2_correct,0,0,0
582,0,1,0,0,0,1,open,gg_correct,0,0,NA
582,0,1,0,0,0,1,open,dt_correct,1,1,1
583,1,0,0,1,1,0,open,aca_correct,0,1,NA
583,1,0,0,1,1,0,open,aca2_correct,0,1,0
583,1,0,0,1,1,0,open,gg_correct,0,1,NA
583,1,0,0,1,1,0,open,dt_correct,0,0,0
584,1,0,0,1,1,0,closed,aca_correct,0,1,NA
584,1,0,0,1,1,0,closed,aca2_correct,0,1,0
584,1,0,0,1,1,0,closed,gg_correct,0,1,NA
584,1,0,0,1,1,0,closed,dt_correct,1,0,1
588,1,0,0,1,1,0,closed,aca_correct,0,1,NA
588,1,0,0,1,1,0,closed,aca2_correct,0,1,0
588,1,0,0,1,1,0,closed,gg_correct,0,1,NA
588,1,0,0,1,1,0,closed,dt_correct,1,0,1
589,1,0,0,1,1,0,open,aca_correct,0,1,NA
589,1,0,0,1,1,0,open,aca2_correct,1,1,1
589,1,0,0,1,1,0,open,gg_correct,1,1,NA
589,1,0,0,1,1,0,open,dt_correct,1,0,1
591,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
591,1,0,0,NA,1,0,closed,aca2_correct,1,1,1
591,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
591,1,0,0,NA,1,0,closed,dt_correct,1,0,1
597,0,1,0,0,0,1,closed,aca_correct,0,0,NA
597,0,1,0,0,0,1,closed,aca2_correct,1,0,1
597,0,1,0,0,0,1,closed,gg_correct,0,0,NA
597,0,1,0,0,0,1,closed,dt_correct,1,1,1
598,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
598,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
598,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
598,1,0,0,NA,1,0,closed,dt_correct,1,0,1
599,1,0,0,NA,1,0,open,aca_correct,0,1,NA
599,1,0,0,NA,1,0,open,aca2_correct,0,1,0
599,1,0,0,NA,1,0,open,gg_correct,1,1,NA
599,1,0,0,NA,1,0,open,dt_correct,1,0,1
600,1,0,0,1,1,0,closed,aca_correct,0,1,NA
600,1,0,0,1,1,0,closed,aca2_correct,0,1,0
600,1,0,0,1,1,0,closed,gg_correct,0,1,NA
600,1,0,0,1,1,0,closed,dt_correct,1,0,1
601,1,0,0,NA,1,0,closed,aca_correct,1,1,NA
601,1,0,0,NA,1,0,closed,aca2_correct,1,1,1
601,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
601,1,0,0,NA,1,0,closed,dt_correct,0,0,0
602,1,0,0,1,1,0,open,aca_correct,0,1,NA
602,1,0,0,1,1,0,open,aca2_correct,0,1,0
602,1,0,0,1,1,0,open,gg_correct,0,1,NA
602,1,0,0,1,1,0,open,dt_correct,1,0,1
603,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
603,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
603,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
603,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
608,0,1,0,0,0,1,closed,aca_correct,0,0,NA
608,0,1,0,0,0,1,closed,aca2_correct,1,0,1
608,0,1,0,0,0,1,closed,gg_correct,0,0,NA
608,0,1,0,0,0,1,closed,dt_correct,0,1,0
610,1,0,0,1,1,0,closed,aca_correct,0,1,NA
610,1,0,0,1,1,0,closed,aca2_correct,0,1,0
610,1,0,0,1,1,0,closed,gg_correct,0,1,NA
610,1,0,0,1,1,0,closed,dt_correct,1,0,1
613,0,1,0,0,0,1,open,aca_correct,0,0,NA
613,0,1,0,0,0,1,open,aca2_correct,1,0,1
613,0,1,0,0,0,1,open,gg_correct,0,0,NA
613,0,1,0,0,0,1,open,dt_correct,1,1,1
614,0,1,0,0,0,1,closed,aca_correct,0,0,NA
614,0,1,0,0,0,1,closed,aca2_correct,1,0,1
614,0,1,0,0,0,1,closed,gg_correct,0,0,NA
614,0,1,0,0,0,1,closed,dt_correct,1,1,1
615,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
615,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
615,NA,NA,NA,NA,0,1,closed,gg_correct,0,0,NA
615,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
617,1,0,0,1,1,0,closed,aca_correct,0,1,NA
617,1,0,0,1,1,0,closed,aca2_correct,1,1,1
617,1,0,0,1,1,0,closed,gg_correct,1,1,NA
617,1,0,0,1,1,0,closed,dt_correct,1,0,1
619,0,1,0,0,0,1,open,aca_correct,0,0,NA
619,0,1,0,0,0,1,open,aca2_correct,0,0,0
619,0,1,0,0,0,1,open,gg_correct,0,0,NA
619,0,1,0,0,0,1,open,dt_correct,1,1,1
620,0,1,0,0,0,1,open,aca_correct,0,0,NA
620,0,1,0,0,0,1,open,aca2_correct,0,0,0
620,0,1,0,0,0,1,open,gg_correct,0,0,NA
620,0,1,0,0,0,1,open,dt_correct,1,1,1
621,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
621,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
621,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
621,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
623,1,0,0,1,1,0,closed,aca_correct,0,1,NA
623,1,0,0,1,1,0,closed,aca2_correct,0,1,0
623,1,0,0,1,1,0,closed,gg_correct,1,1,NA
623,1,0,0,1,1,0,closed,dt_correct,1,0,1
624,1,0,0,1,1,0,closed,aca_correct,0,1,NA
624,1,0,0,1,1,0,closed,aca2_correct,0,1,0
624,1,0,0,1,1,0,closed,gg_correct,0,1,NA
624,1,0,0,1,1,0,closed,dt_correct,0,0,0
625,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
625,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
625,NA,NA,NA,NA,0,1,closed,gg_correct,1,0,NA
625,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
626,1,0,0,1,1,0,closed,aca_correct,0,1,NA
626,1,0,0,1,1,0,closed,aca2_correct,0,1,0
626,1,0,0,1,1,0,closed,gg_correct,0,1,NA
626,1,0,0,1,1,0,closed,dt_correct,0,0,0
628,0,1,0,0,0,1,open,aca_correct,0,0,NA
628,0,1,0,0,0,1,open,aca2_correct,0,0,0
628,0,1,0,0,0,1,open,gg_correct,0,0,NA
628,0,1,0,0,0,1,open,dt_correct,1,1,1
630,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
630,NA,NA,NA,NA,0,1,closed,aca2_correct,1,0,1
630,NA,NA,NA,NA,0,1,closed,gg_correct,0,0,NA
630,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
632,1,0,0,1,1,0,closed,aca_correct,0,1,NA
632,1,0,0,1,1,0,closed,aca2_correct,0,1,0
632,1,0,0,1,1,0,closed,gg_correct,0,1,NA
632,1,0,0,1,1,0,closed,dt_correct,0,0,0
635,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
635,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
635,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
635,1,0,0,NA,1,0,closed,dt_correct,0,0,0
638,0,1,0,0,0,1,closed,aca_correct,0,0,NA
638,0,1,0,0,0,1,closed,aca2_correct,0,0,0
638,0,1,0,0,0,1,closed,gg_correct,0,0,NA
638,0,1,0,0,0,1,closed,dt_correct,0,1,0
639,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
639,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
639,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
639,1,0,0,NA,1,0,closed,dt_correct,1,0,1
642,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
642,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
642,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
642,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
644,0,0,1,NA,NA,NA,open,aca_correct,0,NA,NA
644,0,0,1,NA,NA,NA,open,aca2_correct,0,NA,0
644,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
644,0,0,1,NA,NA,NA,open,dt_correct,1,NA,1
647,0,0,1,NA,NA,NA,open,aca_correct,0,NA,NA
647,0,0,1,NA,NA,NA,open,aca2_correct,0,NA,0
647,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
